% x,y,c (mol/m^3) @ t=0,c (mol/m^3) @ t=100,c (mol/m^3) @ t=200,c (mol/m^3) @ t=300,c (mol/m^3) @ t=400,c (mol/m^3) @ t=500,c (mol/m^3) @ t=600,c (mol/m^3) @ t=700,c (mol/m^3) @ t=800,c (mol/m^3) @ t=900,c (mol/m^3) @ t=1000,c (mol/m^3) @ t=1100,c (mol/m^3) @ t=1200,c (mol/m^3) @ t=1300,c (mol/m^3) @ t=1400,c (mol/m^3) @ t=1500,c (mol/m^3) @ t=1600,c (mol/m^3) @ t=1700,c (mol/m^3) @ t=1800,c (mol/m^3) @ t=1900,c (mol/m^3) @ t=2000,c (mol/m^3) @ t=2100,c (mol/m^3) @ t=2200,c (mol/m^3) @ t=2300,c (mol/m^3) @ t=2400,c (mol/m^3) @ t=2500,c (mol/m^3) @ t=2600,c (mol/m^3) @ t=2700,c (mol/m^3) @ t=2800,c (mol/m^3) @ t=2900,c (mol/m^3) @ t=3000
48.58399308,809.9983514,4.56E-04,4.71E-04,4.88E-04,5.06E-04,5.26E-04,5.48E-04,5.71E-04,5.96E-04,6.24E-04,6.55E-04,6.88E-04,7.27E-04,7.69E-04,8.15E-04,8.70E-04,9.32E-04,0.001000593,0.00108689,0.001185212,0.00129963,0.001456784,0.001642065,0.001873767,0.002271609,0.002769943,0.003384772,0.004321927,0.005998246,0.009731429,0.021220185,3.74E+09
900,0,0.001535533,0.001588505,0.001645346,0.001706749,0.001772927,0.001845617,0.001924206,0.002009253,0.002104407,0.002207666,0.002320157,0.00244925,0.002590904,0.002747308,0.002932789,0.00313949,0.003372292,0.003663139,0.003994513,0.004380135,0.004909789,0.00553424,0.006315145,0.00765599,0.009335522,0.011407673,0.014566161,0.020215843,0.032797754,0.071518178,3.74E+09
870,48.58392798,0.001528835,0.001581576,0.001638169,0.001699305,0.001765194,0.001837567,0.001915814,0.002000489,0.002095228,0.002198037,0.002310037,0.002438568,0.002579604,0.002735326,0.002919997,0.003125797,0.003357584,0.003647162,0.003977091,0.004361031,0.004888374,0.005510102,0.006287601,0.007622598,0.009294804,0.011357917,0.014502629,0.02012767,0.032654704,0.071206245,3.74E+09
960,0,0.001535533,0.001588505,0.001645346,0.001706749,0.001772927,0.001845617,0.001924206,0.002009253,0.002104407,0.002207666,0.002320157,0.00244925,0.002590904,0.002747308,0.002932789,0.00313949,0.003372292,0.003663139,0.003994513,0.004380135,0.004909789,0.00553424,0.006315145,0.00765599,0.009335522,0.011407673,0.014566161,0.020215843,0.032797754,0.071518178,3.74E+09
930,48.58392798,0.001528835,0.001581576,0.001638169,0.001699305,0.001765194,0.001837567,0.001915814,0.002000489,0.002095228,0.002198037,0.002310037,0.002438568,0.002579604,0.002735326,0.002919997,0.003125797,0.003357584,0.003647162,0.003977091,0.004361031,0.004888374,0.005510102,0.006287601,0.007622598,0.009294804,0.011357917,0.014502629,0.02012767,0.032654704,0.071206245,3.74E+09
0,899.9982,3.43E-04,3.54E-04,3.67E-04,3.81E-04,3.96E-04,4.12E-04,4.29E-04,4.48E-04,4.70E-04,4.93E-04,5.18E-04,5.47E-04,5.78E-04,6.13E-04,6.54E-04,7.01E-04,7.52E-04,8.17E-04,8.91E-04,9.77E-04,0.001095522,0.001234856,0.001409099,0.001708283,0.002083037,0.002545397,0.003250151,0.004510766,0.007318173,0.015957885,3.74E+09
48.58402515,869.99826,3.78E-04,3.91E-04,4.05E-04,4.20E-04,4.36E-04,4.54E-04,4.74E-04,4.95E-04,5.18E-04,5.43E-04,5.71E-04,6.03E-04,6.38E-04,6.76E-04,7.22E-04,7.73E-04,8.30E-04,9.02E-04,9.83E-04,0.001078329,0.001208723,0.001362454,0.001554702,0.0018848,0.002298278,0.002808414,0.00358599,0.004976866,0.008074363,0.017606819,3.74E+09
0,959.99808,2.79E-04,2.88E-04,2.99E-04,3.10E-04,3.22E-04,3.35E-04,3.49E-04,3.65E-04,3.82E-04,4.01E-04,4.21E-04,4.44E-04,4.70E-04,4.99E-04,5.32E-04,5.70E-04,6.12E-04,6.65E-04,7.25E-04,7.95E-04,8.91E-04,0.001004297,0.001146007,0.00138933,0.001694115,0.002070147,0.002643318,0.003668564,0.005951803,0.012978402,3.74E+09
48.58402515,929.99814,3.10E-04,3.20E-04,3.32E-04,3.44E-04,3.57E-04,3.72E-04,3.88E-04,4.05E-04,4.24E-04,4.45E-04,4.68E-04,4.94E-04,5.22E-04,5.54E-04,5.91E-04,6.33E-04,6.80E-04,7.38E-04,8.05E-04,8.83E-04,9.90E-04,0.001115483,0.001272883,0.001543144,0.001881671,0.002299335,0.002935961,0.004074713,0.00661073,0.014415247,3.74E+09
1020,0,0.001535533,0.001588505,0.001645346,0.001706749,0.001772927,0.001845617,0.001924206,0.002009253,0.002104407,0.002207666,0.002320157,0.00244925,0.002590904,0.002747308,0.002932789,0.00313949,0.003372292,0.003663139,0.003994513,0.004380135,0.004909789,0.00553424,0.006315145,0.00765599,0.009335522,0.011407673,0.014566161,0.020215843,0.032797754,0.071518178,3.74E+09
990,48.58392798,0.001528835,0.001581576,0.001638169,0.001699305,0.001765194,0.001837567,0.001915814,0.002000489,0.002095228,0.002198037,0.002310037,0.002438568,0.002579604,0.002735326,0.002919997,0.003125797,0.003357584,0.003647162,0.003977091,0.004361031,0.004888374,0.005510102,0.006287601,0.007622598,0.009294804,0.011357917,0.014502629,0.02012767,0.032654704,0.071206245,3.74E+09
1080,0,0.001535533,0.001588505,0.001645346,0.001706749,0.001772927,0.001845617,0.001924206,0.002009253,0.002104407,0.002207666,0.002320157,0.00244925,0.002590904,0.002747308,0.002932789,0.00313949,0.003372292,0.003663139,0.003994513,0.004380135,0.004909789,0.00553424,0.006315145,0.00765599,0.009335522,0.011407673,0.014566161,0.020215843,0.032797754,0.071518178,3.74E+09
1050,48.58392798,0.001528835,0.001581576,0.001638169,0.001699305,0.001765194,0.001837567,0.001915814,0.002000489,0.002095228,0.002198037,0.002310037,0.002438568,0.002579604,0.002735326,0.002919997,0.003125797,0.003357584,0.003647162,0.003977091,0.004361031,0.004888374,0.005510102,0.006287601,0.007622598,0.009294804,0.011357917,0.014502629,0.02012767,0.032654704,0.071206245,3.74E+09
0,1019.99796,2.24E-04,2.31E-04,2.40E-04,2.49E-04,2.58E-04,2.69E-04,2.80E-04,2.93E-04,3.06E-04,3.22E-04,3.38E-04,3.57E-04,3.77E-04,4.00E-04,4.27E-04,4.57E-04,4.91E-04,5.33E-04,5.82E-04,6.38E-04,7.15E-04,8.06E-04,9.20E-04,0.001114964,0.001359559,0.001661332,0.002121312,0.002944092,0.004776434,0.010415413,3.74E+09
48.58402515,989.99802,2.50E-04,2.59E-04,2.68E-04,2.78E-04,2.89E-04,3.01E-04,3.13E-04,3.27E-04,3.43E-04,3.59E-04,3.78E-04,3.99E-04,4.22E-04,4.47E-04,4.78E-04,5.11E-04,5.49E-04,5.96E-04,6.50E-04,7.13E-04,7.99E-04,9.01E-04,0.001028345,0.001246686,0.001520177,0.001857602,0.002371924,0.003291907,0.005340722,0.01164589,3.74E+09
0,1079.99784,1.77E-04,1.83E-04,1.90E-04,1.97E-04,2.04E-04,2.13E-04,2.22E-04,2.32E-04,2.43E-04,2.55E-04,2.68E-04,2.82E-04,2.99E-04,3.17E-04,3.38E-04,3.62E-04,3.89E-04,4.22E-04,4.61E-04,5.05E-04,5.66E-04,6.38E-04,7.28E-04,8.83E-04,0.00107662,0.001315592,0.001679845,0.002331396,0.003782409,0.008247859,3.74E+09
48.58402515,1049.9979,1.99E-04,2.06E-04,2.14E-04,2.22E-04,2.30E-04,2.40E-04,2.50E-04,2.61E-04,2.73E-04,2.87E-04,3.01E-04,3.18E-04,3.36E-04,3.57E-04,3.81E-04,4.08E-04,4.38E-04,4.76E-04,5.19E-04,5.69E-04,6.37E-04,7.18E-04,8.20E-04,9.94E-04,0.001211865,0.001480855,0.001890866,0.002624264,0.004257552,0.009283948,3.74E+09
1140,0,0.001535533,0.001588505,0.001645346,0.001706749,0.001772927,0.001845617,0.001924206,0.002009253,0.002104407,0.002207666,0.002320157,0.00244925,0.002590904,0.002747308,0.002932789,0.00313949,0.003372292,0.003663139,0.003994513,0.004380135,0.004909789,0.00553424,0.006315145,0.00765599,0.009335522,0.011407673,0.014566161,0.020215843,0.032797754,0.071518178,3.74E+09
1110,48.58392798,0.001528835,0.001581576,0.001638169,0.001699305,0.001765194,0.001837567,0.001915814,0.002000489,0.002095228,0.002198037,0.002310037,0.002438568,0.002579604,0.002735326,0.002919997,0.003125797,0.003357584,0.003647162,0.003977091,0.004361031,0.004888374,0.005510102,0.006287601,0.007622598,0.009294804,0.011357917,0.014502629,0.02012767,0.032654704,0.071206245,3.74E+09
1200,0,0.001535533,0.001588505,0.001645346,0.001706749,0.001772927,0.001845617,0.001924206,0.002009253,0.002104407,0.002207666,0.002320157,0.00244925,0.002590904,0.002747308,0.002932789,0.00313949,0.003372292,0.003663139,0.003994513,0.004380135,0.004909789,0.00553424,0.006315145,0.00765599,0.009335522,0.011407673,0.014566161,0.020215843,0.032797754,0.071518178,3.74E+09
1170,48.58392798,0.001528835,0.001581576,0.001638169,0.001699305,0.001765194,0.001837567,0.001915814,0.002000489,0.002095228,0.002198037,0.002310037,0.002438568,0.002579604,0.002735326,0.002919997,0.003125797,0.003357584,0.003647162,0.003977091,0.004361031,0.004888374,0.005510102,0.006287601,0.007622598,0.009294804,0.011357917,0.014502629,0.02012767,0.032654704,0.071206245,3.74E+09
0,1139.99772,1.38E-04,1.43E-04,1.48E-04,1.54E-04,1.60E-04,1.66E-04,1.73E-04,1.81E-04,1.90E-04,1.99E-04,2.09E-04,2.21E-04,2.33E-04,2.48E-04,2.64E-04,2.83E-04,3.04E-04,3.30E-04,3.60E-04,3.95E-04,4.42E-04,4.99E-04,5.69E-04,6.90E-04,8.41E-04,0.001028005,0.001312633,0.001821756,0.002955579,0.006444888,3.74E+09
48.58402515,1109.99778,1.57E-04,1.62E-04,1.68E-04,1.74E-04,1.81E-04,1.88E-04,1.96E-04,2.05E-04,2.15E-04,2.25E-04,2.37E-04,2.50E-04,2.65E-04,2.81E-04,2.99E-04,3.21E-04,3.44E-04,3.74E-04,4.08E-04,4.47E-04,5.01E-04,5.65E-04,6.45E-04,7.82E-04,9.53E-04,0.001164882,0.001487408,0.002064319,0.003349109,0.007303014,3.74E+09
0,1199.9976,1.07E-04,1.10E-04,1.14E-04,1.19E-04,1.23E-04,1.28E-04,1.34E-04,1.40E-04,1.46E-04,1.53E-04,1.61E-04,1.70E-04,1.80E-04,1.91E-04,2.04E-04,2.18E-04,2.34E-04,2.55E-04,2.78E-04,3.04E-04,3.41E-04,3.85E-04,4.39E-04,5.32E-04,6.49E-04,7.93E-04,0.001012108,0.001404668,0.002278904,0.004969342,3.74E+09
48.58402515,1169.99766,1.22E-04,1.26E-04,1.30E-04,1.35E-04,1.41E-04,1.46E-04,1.53E-04,1.59E-04,1.67E-04,1.75E-04,1.84E-04,1.94E-04,2.05E-04,2.18E-04,2.32E-04,2.49E-04,2.67E-04,2.90E-04,3.17E-04,3.47E-04,3.89E-04,4.39E-04,5.01E-04,6.07E-04,7.40E-04,9.04E-04,0.00115454,0.001602344,0.002599609,0.005668667,3.74E+09
1260,0,0.001535533,0.001588505,0.001645346,0.001706749,0.001772927,0.001845617,0.001924206,0.002009253,0.002104407,0.002207666,0.002320157,0.00244925,0.002590904,0.002747308,0.002932789,0.00313949,0.003372292,0.003663139,0.003994513,0.004380135,0.004909789,0.00553424,0.006315145,0.00765599,0.009335522,0.011407673,0.014566161,0.020215843,0.032797754,0.071518178,3.74E+09
1230,48.58392798,0.001528835,0.001581576,0.001638169,0.001699305,0.001765194,0.001837567,0.001915814,0.002000489,0.002095228,0.002198037,0.002310037,0.002438568,0.002579604,0.002735326,0.002919997,0.003125797,0.003357584,0.003647162,0.003977091,0.004361031,0.004888374,0.005510102,0.006287601,0.007622598,0.009294804,0.011357917,0.014502629,0.02012767,0.032654704,0.071206245,3.74E+09
1320,0,0.001535533,0.001588505,0.001645346,0.001706749,0.001772927,0.001845617,0.001924206,0.002009253,0.002104407,0.002207666,0.002320157,0.00244925,0.002590904,0.002747308,0.002932789,0.00313949,0.003372292,0.003663139,0.003994513,0.004380135,0.004909789,0.00553424,0.006315145,0.00765599,0.009335522,0.011407673,0.014566161,0.020215843,0.032797754,0.071518178,3.74E+09
1290,48.58392798,0.001528835,0.001581576,0.001638169,0.001699305,0.001765194,0.001837567,0.001915814,0.002000489,0.002095228,0.002198037,0.002310037,0.002438568,0.002579604,0.002735326,0.002919997,0.003125797,0.003357584,0.003647162,0.003977091,0.004361031,0.004888374,0.005510102,0.006287601,0.007622598,0.009294804,0.011357917,0.014502629,0.02012767,0.032654704,0.071206245,3.74E+09
0,1259.99748,8.12E-05,8.40E-05,8.70E-05,9.02E-05,9.37E-05,9.76E-05,1.02E-04,1.06E-04,1.11E-04,1.17E-04,1.23E-04,1.29E-04,1.37E-04,1.45E-04,1.55E-04,1.66E-04,1.78E-04,1.94E-04,2.11E-04,2.32E-04,2.60E-04,2.93E-04,3.34E-04,4.05E-04,4.94E-04,6.03E-04,7.70E-04,0.001068726,0.00173388,0.003780871,3.74E+09
48.58402515,1229.99754,9.32E-05,9.64E-05,9.99E-05,1.04E-04,1.08E-04,1.12E-04,1.17E-04,1.22E-04,1.28E-04,1.34E-04,1.41E-04,1.49E-04,1.57E-04,1.67E-04,1.78E-04,1.91E-04,2.05E-04,2.22E-04,2.43E-04,2.66E-04,2.98E-04,3.36E-04,3.83E-04,4.65E-04,5.67E-04,6.93E-04,8.84E-04,0.00122728,0.001991115,0.004341794,3.74E+09
1380,0,0.001535533,0.001588505,0.001645346,0.001706749,0.001772927,0.001845617,0.001924206,0.002009253,0.002104407,0.002207666,0.002320157,0.00244925,0.002590904,0.002747308,0.002932789,0.00313949,0.003372292,0.003663139,0.003994513,0.004380135,0.004909789,0.00553424,0.006315145,0.00765599,0.009335522,0.011407673,0.014566161,0.020215843,0.032797754,0.071518178,3.74E+09
1350,48.58392798,0.001528835,0.001581576,0.001638169,0.001699305,0.001765194,0.001837567,0.001915814,0.002000489,0.002095228,0.002198037,0.002310037,0.002438568,0.002579604,0.002735326,0.002919997,0.003125797,0.003357584,0.003647162,0.003977091,0.004361031,0.004888374,0.005510102,0.006287601,0.007622598,0.009294804,0.011357917,0.014502629,0.02012767,0.032654704,0.071206245,3.74E+09
0,1319.99736,6.09E-05,6.30E-05,6.53E-05,6.77E-05,7.04E-05,7.33E-05,7.64E-05,7.97E-05,8.35E-05,8.76E-05,9.21E-05,9.72E-05,1.03E-04,1.09E-04,1.16E-04,1.25E-04,1.34E-04,1.45E-04,1.59E-04,1.74E-04,1.95E-04,2.20E-04,2.51E-04,3.04E-04,3.71E-04,4.53E-04,5.78E-04,8.02E-04,0.001301731,0.002838535,3.74E+09
48.58402515,1289.99742,7.05E-05,7.29E-05,7.55E-05,7.83E-05,8.13E-05,8.47E-05,8.83E-05,9.22E-05,9.66E-05,1.01E-04,1.06E-04,1.12E-04,1.19E-04,1.26E-04,1.35E-04,1.44E-04,1.55E-04,1.68E-04,1.83E-04,2.01E-04,2.25E-04,2.54E-04,2.90E-04,3.51E-04,4.28E-04,5.23E-04,6.68E-04,9.28E-04,0.001504852,0.003281458,3.74E+09
0,1379.99724,4.51E-05,4.67E-05,4.84E-05,5.02E-05,5.21E-05,5.43E-05,5.66E-05,5.91E-05,6.19E-05,6.49E-05,6.82E-05,7.20E-05,7.62E-05,8.08E-05,8.62E-05,9.23E-05,9.92E-05,1.08E-04,1.17E-04,1.29E-04,1.44E-04,1.63E-04,1.86E-04,2.25E-04,2.74E-04,3.35E-04,4.28E-04,5.94E-04,9.64E-04,0.002102839,3.74E+09
48.58402515,1349.9973,5.25E-05,5.44E-05,5.63E-05,5.84E-05,6.07E-05,6.32E-05,6.58E-05,6.88E-05,7.20E-05,7.55E-05,7.94E-05,8.38E-05,8.87E-05,9.40E-05,1.00E-04,1.07E-04,1.15E-04,1.25E-04,1.37E-04,1.50E-04,1.68E-04,1.89E-04,2.16E-04,2.62E-04,3.19E-04,3.90E-04,4.98E-04,6.92E-04,0.001122279,0.002447225,3.74E+09
1440,0,0.001535533,0.001588505,0.001645346,0.001706749,0.001772927,0.001845617,0.001924206,0.002009253,0.002104407,0.002207666,0.002320157,0.00244925,0.002590904,0.002747308,0.002932789,0.00313949,0.003372292,0.003663139,0.003994513,0.004380135,0.004909789,0.00553424,0.006315145,0.00765599,0.009335522,0.011407673,0.014566161,0.020215843,0.032797754,0.071518178,3.74E+09
1410,48.58392798,0.001528835,0.001581576,0.001638169,0.001699305,0.001765194,0.001837567,0.001915814,0.002000489,0.002095228,0.002198037,0.002310037,0.002438568,0.002579604,0.002735326,0.002919997,0.003125797,0.003357584,0.003647162,0.003977091,0.004361031,0.004888374,0.005510102,0.006287601,0.007622598,0.009294804,0.011357917,0.014502629,0.02012767,0.032654704,0.071206245,3.74E+09
1500,0,0.001535533,0.001588505,0.001645346,0.001706749,0.001772927,0.001845617,0.001924206,0.002009253,0.002104407,0.002207666,0.002320157,0.00244925,0.002590904,0.002747308,0.002932789,0.00313949,0.003372292,0.003663139,0.003994513,0.004380135,0.004909789,0.00553424,0.006315145,0.00765599,0.009335522,0.011407673,0.014566161,0.020215843,0.032797754,0.071518178,3.74E+09
1470,48.58392798,0.001528835,0.001581576,0.001638169,0.001699305,0.001765194,0.001837567,0.001915814,0.002000489,0.002095228,0.002198037,0.002310037,0.002438568,0.002579604,0.002735326,0.002919997,0.003125797,0.003357584,0.003647162,0.003977091,0.004361031,0.004888374,0.005510102,0.006287601,0.007622598,0.009294804,0.011357917,0.014502629,0.02012767,0.032654704,0.071206245,3.74E+09
0,1439.99712,3.30E-05,3.41E-05,3.54E-05,3.67E-05,3.81E-05,3.97E-05,4.14E-05,4.32E-05,4.52E-05,4.75E-05,4.99E-05,5.26E-05,5.57E-05,5.90E-05,6.30E-05,6.75E-05,7.25E-05,7.87E-05,8.59E-05,9.41E-05,1.06E-04,1.19E-04,1.36E-04,1.65E-04,2.01E-04,2.45E-04,3.13E-04,4.35E-04,7.05E-04,0.001537189,3.74E+09
48.58402515,1409.99718,3.87E-05,4.00E-05,4.14E-05,4.30E-05,4.46E-05,4.65E-05,4.85E-05,5.06E-05,5.30E-05,5.56E-05,5.84E-05,6.17E-05,6.52E-05,6.92E-05,7.39E-05,7.91E-05,8.49E-05,9.22E-05,1.01E-04,1.10E-04,1.24E-04,1.39E-04,1.59E-04,1.93E-04,2.35E-04,2.87E-04,3.67E-04,5.09E-04,8.26E-04,0.001800903,3.74E+09
0,1499.997,2.38E-05,2.46E-05,2.55E-05,2.65E-05,2.75E-05,2.86E-05,2.98E-05,3.12E-05,3.26E-05,3.42E-05,3.60E-05,3.80E-05,4.02E-05,4.26E-05,4.55E-05,4.87E-05,5.23E-05,5.68E-05,6.19E-05,6.79E-05,7.61E-05,8.58E-05,9.79E-05,1.19E-04,1.45E-04,1.77E-04,2.26E-04,3.13E-04,5.08E-04,0.001108812,3.74E+09
48.58402515,1469.99706,2.81E-05,2.90E-05,3.01E-05,3.12E-05,3.24E-05,3.37E-05,3.52E-05,3.67E-05,3.85E-05,4.04E-05,4.24E-05,4.48E-05,4.74E-05,5.02E-05,5.36E-05,5.74E-05,6.17E-05,6.70E-05,7.30E-05,8.01E-05,8.98E-05,1.01E-04,1.15E-04,1.40E-04,1.71E-04,2.09E-04,2.66E-04,3.70E-04,6.00E-04,0.001307725,3.74E+09
0,1559.99688,1.69E-05,1.75E-05,1.82E-05,1.88E-05,1.96E-05,2.04E-05,2.12E-05,2.22E-05,2.32E-05,2.44E-05,2.56E-05,2.70E-05,2.86E-05,3.03E-05,3.24E-05,3.46E-05,3.72E-05,4.04E-05,4.41E-05,4.83E-05,5.42E-05,6.11E-05,6.97E-05,8.45E-05,1.03E-04,1.26E-04,1.61E-04,2.23E-04,3.62E-04,7.89E-04,3.74E+09
48.58402515,1529.99694,2.01E-05,2.08E-05,2.16E-05,2.24E-05,2.32E-05,2.42E-05,2.52E-05,2.63E-05,2.76E-05,2.89E-05,3.04E-05,3.21E-05,3.39E-05,3.60E-05,3.84E-05,4.11E-05,4.42E-05,4.80E-05,5.23E-05,5.74E-05,6.43E-05,7.25E-05,8.27E-05,1.00E-04,1.22E-04,1.49E-04,1.91E-04,2.65E-04,4.30E-04,9.37E-04,3.74E+09
1560,0,0.001535533,0.001588505,0.001645346,0.001706749,0.001772927,0.001845617,0.001924206,0.002009253,0.002104407,0.002207666,0.002320157,0.00244925,0.002590904,0.002747308,0.002932789,0.00313949,0.003372292,0.003663139,0.003994513,0.004380135,0.004909789,0.00553424,0.006315145,0.00765599,0.009335522,0.011407673,0.014566161,0.020215843,0.032797754,0.071518178,3.74E+09
1530,48.58392798,0.001528835,0.001581576,0.001638169,0.001699305,0.001765194,0.001837567,0.001915814,0.002000489,0.002095228,0.002198037,0.002310037,0.002438568,0.002579604,0.002735326,0.002919997,0.003125797,0.003357584,0.003647162,0.003977091,0.004361031,0.004888374,0.005510102,0.006287601,0.007622598,0.009294804,0.011357917,0.014502629,0.02012767,0.032654704,0.071206245,3.74E+09
1620,0,0.001535533,0.001588505,0.001645346,0.001706749,0.001772927,0.001845617,0.001924206,0.002009253,0.002104407,0.002207666,0.002320157,0.00244925,0.002590904,0.002747308,0.002932789,0.00313949,0.003372292,0.003663139,0.003994513,0.004380135,0.004909789,0.00553424,0.006315145,0.00765599,0.009335522,0.011407673,0.014566161,0.020215843,0.032797754,0.071518178,3.74E+09
1590,48.58392798,0.001528835,0.001581576,0.001638169,0.001699305,0.001765194,0.001837567,0.001915814,0.002000489,0.002095228,0.002198037,0.002310037,0.002438568,0.002579604,0.002735326,0.002919997,0.003125797,0.003357584,0.003647162,0.003977091,0.004361031,0.004888374,0.005510102,0.006287601,0.007622598,0.009294804,0.011357917,0.014502629,0.02012767,0.032654704,0.071206245,3.74E+09
0,1619.99676,1.19E-05,1.23E-05,1.28E-05,1.32E-05,1.37E-05,1.43E-05,1.49E-05,1.56E-05,1.63E-05,1.71E-05,1.80E-05,1.90E-05,2.01E-05,2.13E-05,2.27E-05,2.43E-05,2.61E-05,2.84E-05,3.10E-05,3.39E-05,3.81E-05,4.29E-05,4.89E-05,5.93E-05,7.24E-05,8.84E-05,1.13E-04,1.57E-04,2.54E-04,5.54E-04,3.74E+09
48.58402515,1589.99682,1.42E-05,1.47E-05,1.52E-05,1.58E-05,1.64E-05,1.71E-05,1.78E-05,1.86E-05,1.95E-05,2.05E-05,2.15E-05,2.27E-05,2.40E-05,2.54E-05,2.72E-05,2.91E-05,3.12E-05,3.39E-05,3.70E-05,4.06E-05,4.55E-05,5.13E-05,5.85E-05,7.09E-05,8.65E-05,1.06E-04,1.35E-04,1.87E-04,3.04E-04,6.63E-04,3.74E+09
1680,0,0.001535533,0.001588505,0.001645346,0.001706749,0.001772927,0.001845617,0.001924206,0.002009253,0.002104407,0.002207666,0.002320157,0.00244925,0.002590904,0.002747308,0.002932789,0.00313949,0.003372292,0.003663139,0.003994513,0.004380135,0.004909789,0.00553424,0.006315145,0.00765599,0.009335522,0.011407673,0.014566161,0.020215843,0.032797754,0.071518178,3.74E+09
1650,48.58392798,0.001528835,0.001581576,0.001638169,0.001699305,0.001765194,0.001837567,0.001915814,0.002000489,0.002095228,0.002198037,0.002310037,0.002438568,0.002579604,0.002735326,0.002919997,0.003125797,0.003357584,0.003647162,0.003977091,0.004361031,0.004888374,0.005510102,0.006287601,0.007622598,0.009294804,0.011357917,0.014502629,0.02012767,0.032654704,0.071206245,3.74E+09
1740,0,0.001535533,0.001588505,0.001645346,0.001706749,0.001772927,0.001845617,0.001924206,0.002009253,0.002104407,0.002207666,0.002320157,0.00244925,0.002590904,0.002747308,0.002932789,0.00313949,0.003372292,0.003663139,0.003994513,0.004380135,0.004909789,0.00553424,0.006315145,0.00765599,0.009335522,0.011407673,0.014566161,0.020215843,0.032797754,0.071518178,3.74E+09
1710,48.58392798,0.001528835,0.001581576,0.001638169,0.001699305,0.001765194,0.001837567,0.001915814,0.002000489,0.002095228,0.002198037,0.002310037,0.002438568,0.002579604,0.002735326,0.002919997,0.003125797,0.003357584,0.003647162,0.003977091,0.004361031,0.004888374,0.005510102,0.006287601,0.007622598,0.009294804,0.011357917,0.014502629,0.02012767,0.032654704,0.071206245,3.74E+09
0,1679.99664,8.25E-06,8.53E-06,8.84E-06,9.17E-06,9.52E-06,9.91E-06,1.03E-05,1.08E-05,1.13E-05,1.19E-05,1.25E-05,1.32E-05,1.39E-05,1.48E-05,1.58E-05,1.69E-05,1.81E-05,1.97E-05,2.15E-05,2.35E-05,2.64E-05,2.97E-05,3.39E-05,4.11E-05,5.01E-05,6.13E-05,7.82E-05,1.09E-04,1.76E-04,3.84E-04,3.74E+09
48.58402515,1649.9967,9.92E-06,1.03E-05,1.06E-05,1.10E-05,1.15E-05,1.19E-05,1.24E-05,1.30E-05,1.36E-05,1.43E-05,1.50E-05,1.58E-05,1.67E-05,1.78E-05,1.90E-05,2.03E-05,2.18E-05,2.37E-05,2.58E-05,2.83E-05,3.17E-05,3.58E-05,4.08E-05,4.95E-05,6.03E-05,7.37E-05,9.41E-05,1.31E-04,2.12E-04,4.62E-04,3.74E+09
0,1739.99652,5.64E-06,5.84E-06,6.04E-06,6.27E-06,6.51E-06,6.78E-06,7.07E-06,7.38E-06,7.73E-06,8.11E-06,8.52E-06,9.00E-06,9.52E-06,1.01E-05,1.08E-05,1.15E-05,1.24E-05,1.35E-05,1.47E-05,1.61E-05,1.80E-05,2.03E-05,2.32E-05,2.81E-05,3.43E-05,4.19E-05,5.35E-05,7.43E-05,1.20E-04,2.63E-04,3.74E+09
48.58402515,1709.99658,6.83E-06,7.07E-06,7.32E-06,7.59E-06,7.89E-06,8.21E-06,8.56E-06,8.94E-06,9.36E-06,9.82E-06,1.03E-05,1.09E-05,1.15E-05,1.22E-05,1.30E-05,1.40E-05,1.50E-05,1.63E-05,1.78E-05,1.95E-05,2.18E-05,2.46E-05,2.81E-05,3.41E-05,4.15E-05,5.08E-05,6.48E-05,8.99E-05,1.46E-04,3.18E-04,3.74E+09
1800,0,0.001535533,0.001588505,0.001645346,0.001706749,0.001772927,0.001845617,0.001924206,0.002009253,0.002104407,0.002207666,0.002320157,0.00244925,0.002590904,0.002747308,0.002932789,0.00313949,0.003372292,0.003663139,0.003994513,0.004380135,0.004909789,0.00553424,0.006315145,0.00765599,0.009335522,0.011407673,0.014566161,0.020215843,0.032797754,0.071518178,3.74E+09
1770,48.58392798,0.001528835,0.001581576,0.001638169,0.001699305,0.001765194,0.001837567,0.001915814,0.002000489,0.002095228,0.002198037,0.002310037,0.002438568,0.002579604,0.002735326,0.002919997,0.003125797,0.003357584,0.003647162,0.003977091,0.004361031,0.004888374,0.005510102,0.006287601,0.007622598,0.009294804,0.011357917,0.014502629,0.02012767,0.032654704,0.071206245,3.74E+09
1860,0,0.001535533,0.001588505,0.001645346,0.001706749,0.001772927,0.001845617,0.001924206,0.002009253,0.002104407,0.002207666,0.002320157,0.00244925,0.002590904,0.002747308,0.002932789,0.00313949,0.003372292,0.003663139,0.003994513,0.004380135,0.004909789,0.00553424,0.006315145,0.00765599,0.009335522,0.011407673,0.014566161,0.020215843,0.032797754,0.071518178,3.74E+09
1830,48.58392798,0.001528835,0.001581576,0.001638169,0.001699305,0.001765194,0.001837567,0.001915814,0.002000489,0.002095228,0.002198037,0.002310037,0.002438568,0.002579604,0.002735326,0.002919997,0.003125797,0.003357584,0.003647162,0.003977091,0.004361031,0.004888374,0.005510102,0.006287601,0.007622598,0.009294804,0.011357917,0.014502629,0.02012767,0.032654704,0.071206245,3.74E+09
